"","labID","RunMS58.replicates.merged","RunMS58.MS51.merged","RunMS58.MS51.MS45.90s.merged","RunMS58.MS51.MS45.90s.MS54.merged","RunMS58.MS51.MS45.90s.MS54.GTseq.val.merged","RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged","max.genos","MS58.max","MS51.max","MS45.max","MS54.max","GTseq.val.max","GTseq.prod.max","run.to.use"
"419","z0044017",NA,NA,NA,276,276,282,282,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"420","z0044019",NA,NA,NA,274,274,274,274,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"421","z0044042",NA,NA,NA,307,307,308,308,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"422","z0044044",NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"423","z0044047",NA,NA,NA,237,237,237,237,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"424","z0044059",NA,NA,NA,4,4,6,6,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"425","z0044064",NA,NA,NA,214,214,277,277,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"426","z0045326",NA,NA,NA,322,322,322,322,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"427","z0045352",NA,NA,NA,307,307,310,310,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"428","z0045371",NA,NA,NA,314,314,317,317,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"429","z0045399",NA,NA,NA,317,317,317,317,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"430","z0045404",NA,NA,NA,320,320,320,320,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"431","z0045719",NA,NA,NA,320,320,320,320,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"432","z0045720",NA,NA,NA,316,316,316,316,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"433","z0045728",NA,NA,NA,320,320,319,320,NA,NA,NA,1,1,0,"RunMS58.MS51.MS45.90s.MS54.merged"
"434","z0045731",NA,NA,NA,318,318,319,319,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"435","z0045733",NA,NA,NA,319,319,319,319,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"436","z0045736",NA,NA,NA,318,318,318,318,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"437","z0045739",NA,NA,NA,316,316,316,316,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"438","z0045740",NA,NA,NA,317,317,318,318,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"439","z0045741",NA,NA,NA,320,320,320,320,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"440","z0045742",NA,NA,NA,319,319,319,319,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"441","z0045776",NA,NA,NA,320,320,320,320,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"442","z0045779",NA,NA,NA,308,308,320,320,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"443","z0045781",NA,NA,NA,320,320,320,320,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"444","z0045793",NA,NA,NA,321,321,321,321,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"445","z0047562",NA,NA,NA,249,272,272,272,NA,NA,NA,0,1,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.merged"
"446","z0047587",NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"447","z0047603",NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"448","z0049019",NA,NA,NA,314,314,314,314,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"449","z0049020",NA,NA,NA,317,317,317,317,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"450","z0051327",NA,NA,NA,310,310,310,310,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"451","z0051399",NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"452","z0051400",NA,NA,NA,319,319,319,319,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"453","z0051431",NA,NA,NA,3,247,247,247,NA,NA,NA,0,1,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.merged"
"454","z0051447",NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"455","z0051885",NA,NA,NA,296,296,296,296,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"456","z0051888",NA,NA,NA,318,318,318,318,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"457","z0051906",NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"458","z0052846",NA,NA,NA,320,320,320,320,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"459","z0052882",NA,NA,NA,317,317,317,317,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"460","z0053020",NA,NA,NA,224,251,251,251,NA,NA,NA,0,1,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.merged"
"461","z0053024",NA,NA,NA,268,278,278,278,NA,NA,NA,0,1,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.merged"
"462","z0053031",NA,NA,NA,317,318,318,318,NA,NA,NA,0,1,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.merged"
"463","z0053032",NA,NA,NA,315,318,318,318,NA,NA,NA,0,1,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.merged"
"464","z0053040",NA,NA,NA,293,303,303,303,NA,NA,NA,0,1,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.merged"
"465","z0053051",NA,NA,NA,319,319,319,319,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"466","z0053054",NA,NA,NA,303,303,303,303,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"467","z0053071",NA,NA,NA,309,312,312,312,NA,NA,NA,0,1,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.merged"
"468","z0053073",NA,NA,NA,313,313,314,314,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"469","z0053078",NA,NA,NA,319,319,319,319,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"470","z0053083",NA,NA,NA,230,279,279,279,NA,NA,NA,0,1,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.merged"
"471","z0053090",NA,NA,NA,268,286,286,286,NA,NA,NA,0,1,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.merged"
"472","z0053102",NA,NA,NA,286,291,291,291,NA,NA,NA,0,1,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.merged"
"473","z0053103",NA,NA,NA,319,319,318,319,NA,NA,NA,1,1,0,"RunMS58.MS51.MS45.90s.MS54.merged"
"474","z0053111",NA,NA,NA,309,315,315,315,NA,NA,NA,0,1,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.merged"
"475","z0053131",NA,NA,NA,320,320,320,320,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"476","z0053132",NA,NA,NA,320,320,320,320,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"477","z0053142",NA,NA,NA,301,310,310,310,NA,NA,NA,0,1,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.merged"
"478","z0055912",NA,NA,NA,280,280,297,297,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"479","z0055916",NA,NA,NA,267,267,267,267,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"480","z0055944",NA,NA,NA,309,309,311,311,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"481","z0055962",NA,NA,NA,249,249,300,300,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"482","z0055971",NA,NA,NA,297,297,297,297,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"483","z0055977",NA,NA,NA,244,244,300,300,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"484","z0055996",NA,NA,NA,308,312,312,312,NA,NA,NA,0,1,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.merged"
"485","z0055997",NA,NA,NA,301,307,307,307,NA,NA,NA,0,1,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.merged"
"486","z0055998",NA,NA,NA,303,308,308,308,NA,NA,NA,0,1,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.merged"
"487","z0055999",NA,NA,NA,314,314,313,314,NA,NA,NA,1,1,0,"RunMS58.MS51.MS45.90s.MS54.merged"
"488","z0056056",NA,NA,NA,195,195,236,236,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"489","z0056059",NA,NA,NA,248,248,294,294,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"490","z0056062",NA,NA,NA,303,303,317,317,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"491","z0056085",NA,NA,NA,316,316,317,317,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"492","z0056089",NA,NA,NA,7,7,19,19,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"493","z0056092",NA,NA,NA,315,315,315,315,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"494","z0056095",NA,NA,NA,308,308,314,314,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"495","z0061967",NA,NA,NA,317,317,317,317,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"496","z0061978",NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"497","z0108494",NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"498","z0108516",NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"499","z0113619",NA,NA,NA,3,3,4,4,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"500","z0174005",NA,NA,NA,292,292,293,293,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"501","z0175351",NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"502","z0175950",NA,NA,NA,298,298,308,308,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"503","z0187885",NA,NA,NA,306,306,320,320,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"504","z0195645",NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"505","z0195646",NA,NA,NA,2,2,1,2,NA,NA,NA,1,1,0,"RunMS58.MS51.MS45.90s.MS54.merged"
"506","z0195647",NA,NA,NA,164,164,165,165,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"507","z0195656",NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"508","z0195662",NA,NA,NA,1,1,11,11,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"509","z0195669",NA,NA,NA,21,21,25,25,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"510","z0195674",NA,NA,NA,2,2,63,63,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"511","z0195680",NA,NA,NA,12,12,12,12,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"512","z0195681",NA,NA,NA,11,11,18,18,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"513","z0195687",NA,NA,NA,2,2,253,253,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"514","z0195694",NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"515","z0195699",NA,NA,NA,318,319,319,319,NA,NA,NA,0,1,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.merged"
"516","z0195701",NA,NA,NA,257,294,294,294,NA,NA,NA,0,1,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.merged"
"517","z0195702",NA,NA,NA,319,319,319,319,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"518","z0195704",NA,NA,NA,320,320,320,320,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"519","z0195711",NA,NA,NA,318,318,320,320,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"520","z0195716",NA,NA,NA,320,320,320,320,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"521","z0195718",NA,NA,NA,276,276,279,279,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"522","z0195724",NA,NA,NA,95,95,288,288,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"523","z0195725",NA,NA,NA,274,274,302,302,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"524","z0195728",NA,NA,NA,211,211,274,274,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"525","z0195731",NA,NA,NA,279,279,290,290,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"526","z0195732",NA,NA,NA,141,141,266,266,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"527","z0195737",NA,NA,NA,318,318,319,319,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"528","z0195740",NA,NA,NA,210,210,228,228,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"529","z0195754",NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"530","z0195764",NA,NA,NA,1,1,3,3,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"531","z0195783",NA,NA,NA,5,5,6,6,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"532","z0196686",NA,NA,NA,319,319,320,320,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"533","z0196687",NA,NA,NA,321,321,321,321,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"534","z0196689",NA,NA,NA,319,319,321,321,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"535","z0196690",NA,NA,NA,288,288,312,312,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"536","z0196691",NA,NA,NA,283,283,292,292,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"537","z0196692",NA,NA,NA,303,303,316,316,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"538","z0196693",NA,NA,NA,309,309,313,313,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"539","z0196694",NA,NA,NA,315,315,316,316,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"540","z0196710",NA,NA,NA,320,320,320,320,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"541","z0196713",NA,NA,NA,266,266,303,303,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"542","z0196715",NA,NA,NA,173,173,244,244,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"543","z0196719",NA,NA,NA,321,321,321,321,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"544","z0196724",NA,NA,NA,173,173,253,253,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"545","z0196725",NA,NA,NA,320,320,320,320,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"546","z0196729",NA,NA,NA,309,312,312,312,NA,NA,NA,0,1,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.merged"
"547","z0196731",NA,NA,NA,317,317,317,317,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"548","z0196734",NA,NA,NA,306,315,315,315,NA,NA,NA,0,1,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.merged"
"549","z0196739",NA,NA,NA,49,49,263,263,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"550","z0196740",NA,NA,NA,260,287,287,287,NA,NA,NA,0,1,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.merged"
"551","z0196751",NA,NA,NA,321,321,321,321,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"552","z0196752",NA,NA,NA,321,321,321,321,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"553","z0196754",NA,NA,NA,322,322,322,322,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"554","z0196763",NA,NA,NA,316,316,316,316,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"555","z0196764",NA,NA,NA,320,320,320,320,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"556","z0196766",NA,NA,NA,321,321,321,321,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"557","z0196769",NA,NA,NA,319,319,319,319,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"558","z0196774",NA,NA,NA,319,321,321,321,NA,NA,NA,0,1,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.merged"
"559","z0196809",NA,NA,NA,245,245,273,273,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"560","z0196824",NA,NA,NA,319,319,319,319,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"561","z0196825",NA,NA,NA,303,303,318,318,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"562","z0196834",NA,NA,NA,19,232,232,232,NA,NA,NA,0,1,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.merged"
"563","z0196835",NA,NA,NA,318,318,320,320,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"564","z0196843",NA,NA,NA,47,235,235,235,NA,NA,NA,0,1,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.merged"
"565","z0196849",NA,NA,NA,312,317,317,317,NA,NA,NA,0,1,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.merged"
"566","z0196852",NA,NA,NA,316,317,317,317,NA,NA,NA,0,1,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.merged"
"567","z0196855",NA,NA,NA,319,319,319,319,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"568","z0196856",NA,NA,NA,314,318,318,318,NA,NA,NA,0,1,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.merged"
"569","z0196857",NA,NA,NA,318,318,318,318,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"570","z0196864",NA,NA,NA,314,314,315,315,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"571","z0196890",NA,NA,NA,1,1,3,3,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"572","z0197663",NA,NA,NA,297,297,320,320,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"573","z0197668",NA,NA,NA,249,249,255,255,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"574","z0197669",NA,NA,NA,319,319,320,320,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"575","z0197672",NA,NA,NA,296,296,318,318,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"576","z0040985",NA,NA,NA,NA,269,269,269,NA,NA,NA,NA,1,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.merged"
"577","z0051840",NA,NA,NA,NA,210,210,210,NA,NA,NA,NA,1,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.merged"
"578","z0063269",NA,NA,NA,NA,57,57,57,NA,NA,NA,NA,1,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.merged"
"579","z0063273",NA,NA,NA,NA,122,122,122,NA,NA,NA,NA,1,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.merged"
"580","z0063275",NA,NA,NA,NA,65,65,65,NA,NA,NA,NA,1,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.merged"
"581","z0063328",NA,NA,NA,NA,64,64,64,NA,NA,NA,NA,1,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.merged"
"582","z0063342",NA,NA,NA,NA,19,19,19,NA,NA,NA,NA,1,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.merged"
"583","z0009880",NA,NA,NA,NA,NA,81,81,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"584","z0011162",NA,NA,NA,NA,NA,247,247,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"585","z0012201",NA,NA,NA,NA,NA,273,273,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"586","z0017317",NA,NA,NA,NA,NA,255,255,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"587","z0025439",NA,NA,NA,NA,NA,279,279,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"588","z0030424",NA,NA,NA,NA,NA,243,243,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"589","z0030475",NA,NA,NA,NA,NA,251,251,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"590","z0032258",NA,NA,NA,NA,NA,264,264,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"591","z0040337",NA,NA,NA,NA,NA,305,305,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"592","z0040413",NA,NA,NA,NA,NA,182,182,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"593","z0040451",NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"594","z0040957",NA,NA,NA,NA,NA,39,39,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"595","z0041072",NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"596","z0041153",NA,NA,NA,NA,NA,248,248,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"597","z0041521",NA,NA,NA,NA,NA,53,53,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"598","z0042288",NA,NA,NA,NA,NA,203,203,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"599","z0044023",NA,NA,NA,NA,NA,206,206,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"600","z0045788",NA,NA,NA,NA,NA,303,303,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"601","z0045789",NA,NA,NA,NA,NA,313,313,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"602","z0045791",NA,NA,NA,NA,NA,306,306,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"603","z0051816",NA,NA,NA,NA,NA,21,21,NA,NA,NA,NA,NA,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
